Icon_ItemMisc_CanvasCloth|CanvasCloth
Icon_ItemMisc_UI_Item_Crafting_Special_1|UI_Item_Crafting_Special_1
Icon_ItemArmor_Medium_Armor_Chest_05|Medium_Armor_Chest_05
ClientSprites:Icon_ItemMisc_frying_pan|frying_pan
IconSprites:Icon_ItemDyes_UI_Item_Dye_RedOrange_Light2_000|UI_Item_Dye_RedOrange_Light2_000
Icon_ItemMisc_Cog|UI_Item_CREDD
IconSprites:Icon_ItemDyes_UI_Item_Dye_Red_Light2_Dull_000|UI_Item_Dye_Red_Light2_Dull_000
Icon_ItemArmorFeet_Unidentified_Feet_0001|Unidentified_Chest_0001
IconSprites:Icon_CraftingUI_Item_Crafting_Spice_ShakerAllspice|UI_Item_Crafting_Spice_ShakerAllspice
IconSprites:Icon_Pets_Icon_SnowCrestedRootbrute|Icon_SnowCrestedRootbrute
IconSprites:Icon_ItemWeapon_Resonator_01|Generic_Detonator_01
Icon_ItemMisc_Cybernetic_Eye|Cybernetic_Eye
IconSprites:Icon_ItemDyes_UI_Item_Dye_GreyCool_Primary_000|UI_Item_Dye_GreyCool_Primary_000
Icon_ItemArmor_Medium_Armor_Pants_05|Medium_Armor_Pants_05
Icon_ItemMisc_claw_0002|claw_0002
Icon_ItemWeaponUnidentified_Weapon_0008|Unidentified_Trinket_0008
Icon_ItemMisc_book_shelf|BaconUncooked
UI_Item_Crafting_PowerCore_Blue|UI_Item_Crafting_BottleWine
IconSprites:Icon_ItemWeapon_Tech_Knife_01|Tech_Knife_01
Icon_ItemMisc_Generic_rope_01|Generic_seed_01
Icon_ItemMisc_Shields_02|Shields_02
IconSprites:Icon_ItemMount_Hoverboard_Back_Accessory|Hoverboard_Back_Accessory
IconSprites:Icon_Pets_Icon_HoneyhiveBuzzbing|Icon_HoneyhiveBuzzbing
Icon_ToxicShot|Rune_Logic
Icon_ItemMisc_cabinet|Steel_bone
Icon_ItemMisc_EMP_Explosive|EMP_Explosive
Icon_ItemArmor_Heavy_Armor_Gloves_02|Heavy_Armor_Gloves_02
IconSprites:Icon_ItemMisc_DarkspurBanner|DarkspurBanner
IconSprites:Icon_ItemArmor_Light_Protogames_Shoulder|Light_Protogames_Shoulder
Icon_Orb_Blue|Oil
Icon_CraftingUI_Item_Crafting_Wisdom_Green|UI_Item_Crafting_Wisdom_Green
IconSprites:Icon_Pets_Icon_GoldspinnerSpider|Icon_GoldspinnerSpider
IconSprites:Icon_ItemDyes_UI_Item_Dye_Yellow_Light2_000|UI_Item_Dye_Yellow_Light2_000
IconSprites:Icon_ItemMisc_Eldan_Detonator|Magma_Detonator
IconSprites:Icon_ItemWeapon_Magma_RocketLauncher|Magma_RocketLauncher
IconSprites:Icon_ItemDyes_UI_Item_Dye_Yellow_Dark2_000|UI_Item_Dye_Yellow_Dark2_000
IconSprites:Icon_ItemMisc_Generic_scrap_metal|Generic_scrap_metal
Icon_ItemMisc_Horn_02|Horn_01
Icon_ItemArmor_Medium_Armor_Shoulders_04|Medium_Armor_Shoulders_04
Icon_ItemMisc_Tough_meat|Icon_Mount_Cat
ClientSprites:Icon_TradeskillMisc_Tempered_bone|Tempered_bone
IconSprites:Icon_ItemArmor_Medium_Protogames_Chest|Medium_Protogames_Chest
Icon_ItemMisc_egg_0004|UI_Item_Neck_004
UI_KeyCard_01|UI_CandyBowl_Red
Icon_CraftingUI_Item_Crafting_Wisdom_Blue|UI_Item_Crafting_Wisdom_Purple
IconSprites:Icon_ItemDyes_UI_Item_Dye_RedOrange_Dark2_000|UI_Item_Dye_RedOrange_Dark1_000
Icon_ForceField|floor_covering
ClientSprites:Icon_ItemMisc_Stir_Fried_Meat|Stir_Fried_Meat
Icon_ItemMisc_tooth_0004|tooth_0004
Icon_ItemTBF_UI_TBTF_Wilderrun_Tract_01|UI_TBTF_Deradune_Tract_01
IconSprites:Icon_ItemDyes_UI_Item_Dye_Green_Light2_000|UI_Item_Dye_Green_Light2_000
Icon_ItemWeaponUnidentified_Weapon_0004|Unidentified_Head_0004
Icon_ItemMisc_Water|Water
Icon_ItemWeaponUnidentified_Weapon_0007|Unidentified_Chest_0007
Icon_ItemArmorFeet_boot_0001|boot_0001
UI_Item_Crafting_PowerCore_Blue|UI_Item_Crafting_Powder_KosherSalt
Icon_ItemTBF_UI_TBTF_Whitevale_Tract_01|UI_TBTF_Whitevale_Tract_02
Icon_ItemArmor_Light_Armor_Gloves_01|Light_Armor_Gloves_01
ClientSprites:Icon_TradeskillMisc_Titanium_Ore|Titanium_Ore
Icon_ItemWeaponSword_sword2H_0003|sword2H_0003
Icon_ItemMisc_egg_0001|UI_Item_Axe_001
IconSprites:Icon_Pets_Icon_IndigoSpikehordeSpawn|Icon_IndigoSpikehordeSpawn
Icon_ItemWeaponUnidentified_Weapon_0004|Unidentified_Face_0004
Icon_ItemMisc_ExileBanner|ExileBanner
IconSprites:Icon_ItemMisc_UI_CandyBowl_Blue|UI_CandyBowl_Yellow
IconSprites:Icon_Pets_Icon_InterstellarFraz|Icon_InterstellarFraz
Icon_ItemMisc_Flower_01|Flower_01
IconSprites:Icon_CraftingUI_Item_Crafting_Spice_Shaker_RefinedSugar|UI_Item_Crafting_Spice_Shaker_RefinedSugar
Icon_ItemArmorHead_goggles_0004|goggles_0004
UI_Item_Arcane_Face|ExhileHumanMaleFace
IconSprites:Icon_ItemArmor_Ascendancy_Boots|Ascendancy_Boots
Icon_ItemWeaponUnidentified_Weapon_0003|Unidentified_Buckle_0003
Icon_ItemMisc_Cable|Cable
IconSprites:Icon_ItemDyes_UI_Item_Dye_Tan_Dark1_Dull_000|UI_Item_Dye_Tan_Dark1_Dull_000
IconSprites:Icon_ItemDyes_UI_Item_Dye_Grey_Dark1_000|UI_Item_Dye_Grey_Dark1_000
Icon_ItemWeaponUnidentified_Weapon_0006|Unidentified_Buckle_0006
IconSprites:Icon_ItemMisc_PrimalHardwood|PrimalHardwood
QuestNew|BugMeat
IconSprites:Icon_ItemDyes_UI_Item_Dye_YellowOrange_Dark2_Dull_000|UI_Item_Dye_YellowOrange_Dark2_Dull_000
Icon_ItemMisc_AurinFemaleFace|CassianFemaleFace
Icon_ItemMisc_Signs|Hot_Wings
ClientSprites:Icon_ItemMisc_Pudding|Pudding
Icon_ItemMisc_Windows_large|Windows_large
Icon_ItemArmor_Heavy_Armor_Boots_01|Heavy_Armor_Boots_01
Icon_ItemMisc_herb_0001|herb_0001
Icon_ItemWeapon_Pistol_02|Pistol_02
Icon_ItemWeaponUnidentified_Weapon_0001|Unidentified_Buckle_0001
Icon_ItemArmor_Heavy_Armor_Pants_01|Heavy_Armor_Pants_01
Icon_ItemMisc_Grilled_steak|Grilled_steak
IconSprites:Icon_Pets_Icon_StrainCorruptedSquirgSquishling|Icon_StrainCorruptedSquirgSquishling
Icon_ItemArmor_Light_Armor_Gloves_03|Light_Armor_Gloves_03
ClientSprites:Icon_ItemMisc_TripleArcBatteries|TripleArcBatteries
Icon_ItemArmor_Medium_Armor_Pants_02|Medium_Armor_Pants_02
IconSprites:Icon_ItemDyes_UI_Item_Dye_Brown_Primary_000|UI_Item_Dye_Brown_Primary_000
Icon_ItemWeaponUnidentified_Weapon_0005|Unidentified_Shoulder_0005
Icon_ItemMisc_Generic_tail_02|Generic_Detonator_02
ItemMisc_UI_Item_Bomb|UI_Item_Bomb
IconSprites:Icon_ItemDyes_UI_Item_Dye_Tan_Light2_000|UI_Item_Dye_Tan_Light2_000
IconSprites:Icon_ItemMisc_UI_Icon_Token_Datascape_Head|UI_Icon_Token_Datascape_Head
UI_Item_Arcane_Face|UI_Item_Arcane_Boot_001
Icon_ItemMisc_Bars_of_Precious_Metal|Bars_of_Precious_Metal
IconSprites:Icon_ItemMisc_Grumgourd_pie|Grumgourd_pie
IconSprites:Icon_Pets_Icon_ChompacabraPup|Icon_ChompacabraPup
IconSprites:Icon_ItemMisc_PrimalPelt|PrimalPelt
IconSprites:Icon_ItemDyes_UI_Item_Dye_Orange_Dark2_Dull_000|UI_Item_Dye_Orange_Dark2_Dull_000
Icon_ItemMisc_dart_board|dart_board
IconSprites:Icon_ItemMisc_UI_CandyBowl_Blue|UI_CandyBowl_Blue
Icon_ItemMisc_tooth_0001|tooth_0001
Icon_ItemMisc_Mechanical_objects_floor|Mechanical_objects_floor
Icon_ItemMisc_gadget_0003|gadget_0003
Icon_TradeskillMisc_BloodbriarPlant|BloodbriarPlant
IconSprites:Icon_ItemDyes_UI_Item_Dye_RedOrange_Dark1_Dull_000|UI_Item_Dye_RedOrange_Dark1_Dull_000
IconSprites:Icon_ItemDyes_UI_Item_Dye_GreyWarm_Dark2_000|UI_Item_Dye_GreyWarm_Dark2_000
Icon_ItemMisc_GenericVial|GenericVial
Icon_ItemMisc_Horn_02|Coin_02
Icon_ItemArmorFeet_Unidentified_Feet_0001|Unidentified_Face_0001
Icon_ItemWeapon_Resonator_05|Resonator_01
Icon_ItemWeaponUnidentified_Weapon_0009|Unidentified_Head_0009
IconSprites:Icon_ItemArmor_Marauder_Gloves|Marauder_Gloves
UI_Item_Crafting_PowerCore_Blue|UI_Item_Crafting_Powder_RawSugar
IconSprites:Icon_ItemDyes_UI_Item_Dye_Blue_Dark1_000|UI_Item_Dye_Blue_Dark1_000
IconSprites:Icon_ItemDyes_UI_Item_Dye_GreyWarm_Primary_000|UI_Item_Dye_GreyWarm_Primary_000
IconSprites:Icon_Pets_Icon_TorinePumeraPridelord|Icon_TorinePumeraPridelord
Icon_ItemMisc_Hammer|Hammer
Icon_ItemArmor_Heavy_Armor_Chest_02|Heavy_Armor_Chest_02
Icon_Enrage|Ribcage
Icon_ItemMisc_herb_0004|herb_0004
Icon_ItemWeaponUnidentified_Weapon_0002|Unidentified_Necklace_0002
Icon_ItemMisc_AirEnergyBall|AirEnergyBall
Icon_ItemWeaponUnidentified_Weapon_0005|Unidentified_Face_0005
Icon_ItemArmorFeet_UI_Item_Battle_Boot_001|UI_Item_Battle_Boot_001
IconSprites:Icon_ItemDyes_UI_Item_Dye_BluePurple_Primary_000|UI_Item_Dye_BluePurple_Primary_000
IconSprites:Icon_ItemDyes_UI_Item_Dye_Tan_Dark2_000|UI_Item_Dye_Tan_Dark2_000
IconSprites:Icon_ItemWeapon_Frost_Grenade|Frost_Grenade
Icon_ForceField|ui_icon_error
Icon_ItemArmorHead_goggles_0001|goggles_0001
Icon_ItemWeaponUnidentified_Weapon_0003|Unidentified_Head_0003
Icon_ItemArmorFeet_Unidentified_Feet_0001|Unidentified_Trinket_0010
Icon_ItemMisc_EMP_Gun|EMP_Gun
Icon_ItemMisc_Glowmelon_slices|Glowmelon_slices
UI_Item_Crafting_PowerCore_Blue|UI_Item_Crafting_PowerCore_Green
Icon_ItemMisc_PottedPlant|PottedPlant
Icon_ItemTBF_UI_TBTF_Celestion_Tract_02|UI_TBTF_Celestion_Tract_01
IconSprites:Icon_ItemArmor_Heavy_Protogames_Pants|Heavy_Protogames_Pants
Icon_ItemMisc_MarauderInsignia|MarauderInsignia
UI_Item_Crafting_PowerCore_Blue|UI_Item_Crafting_Droplet_Milk
Icon_ItemTBF_UI_TBTF_Whitevale_Tract_01|UI_TBTF_Whitevale_Tract_01
IconSprites:Icon_ItemArmor_Light_Protogames_Chest|Light_Protogames_Chest
IconSprites:Icon_Pets_Icon_MoodieWitchDoctor|Icon_MoodieWitchDoctor
Icon_ItemMisc_PummelgranatePlant|PummelgranatePlant
IconSprites:Icon_ItemDyes_UI_Item_Dye_Green_Light2_Dull_000|UI_Item_Dye_Green_Light2_Dull_000
ClientSprites:Icon_ItemMisc_Shredded_Meat|Shredded_Meat
Icon_ItemArmorLegs_Unidentified_Legs_0001|Unidentified_Legs_0008
Icon_CraftingUI_Item_Crafting_Special1_Blue|UI_Item_Crafting_Special1_Purple
IconSprites:Icon_Pets_Icon_TinyBlueSplorg|Icon_TinyBlueSplorg
Icon_ItemMisc_tooth_0001|Generic_tooth_01
UI_Item_Crafting_PowerCore_Blue|UI_Item_Crafting_Powder_RockSalt
UI_KeyCard_01|Claw_01
IconSprites:Icon_ItemDyes_UI_Item_Dye_BluePurple_Light1_000|UI_Item_Dye_BluePurple_Light1_000
Icon_ItemMisc_Stoves|Stoves
Icon_ItemArmor_Medium_Armor_Boots_01|Medium_Armor_Boots_01
ClientSprites:Icon_ItemMisc_Cooked_roast|Cooked_roast
IconSprites:Icon_ItemDyes_UI_Item_Dye_YellowOrange_Light2_Dull_000|UI_Item_Dye_YellowOrange_Light2_Dull_000
UI_Item_Crafting_PowerCore_Blue|UI_Item_Crafting_Powder_BlackPepper
IconSprites:Icon_ItemDyes_UI_Item_Dye_YellowOrange_Light1_000|UI_Item_Dye_YellowOrange_Light1_000
Icon_ItemMisc_Support_System_01|Support_System_01
ClientSprites:Icon_ItemMisc_Bug_pasta|Bug_pasta
IconSprites:Icon_CraftingUI_Item_Crafting_Bottle_OliveOil|UI_Item_Crafting_Bottle_OliveOil
IconSprites:Icon_ItemDyes_UI_Item_Dye_Purple_Light2_Dull_000|UI_Item_Dye_Purple_Light1_Dull_000
Icon_CraftingUI_Item_Crafting_Special2_Green|UI_Item_Crafting_Special2_Purple
Icon_ItemMisc_Rugs|Rugs
Icon_ItemWeapon_Claws_02|Claws_02
Icon_ItemMisc_Fried_chicken|Fried_chicken
AlertSprites_UI_quest|Spheres
Icon_Potion_Blue|Icon_VindPup
Icon_Enrage|Entry
Icon_ItemArmorHands_Unidentified_Hands_0002|Unidentified_Hands_0010
Icon_ItemArmorFeet_Unidentified_Feet_0001|Unidentified_Feet_0003
Icon_ItemMisc_TechTotem|TechTotem
Icon_ItemWeaponUnidentified_Weapon_0006|Unidentified_Head_0006
IconSprites:Icon_ItemDyes_UI_Item_Dye_Pink_Dark2_000|UI_Item_Dye_Pink_Dark2_000
IconSprites:Icon_ItemDyes_UI_Item_Dye_RedPurple_Primary_000|UI_Item_Dye_RedPurple_Primary_000
IconSprites:Icon_ItemDyes_UI_Item_Dye_BlueGreen_Light1_Dull_000|UI_Item_Dye_BlueGreen_Light1_Dull_000
IconSprites:Icon_CraftingUI_Item_Crafting_Spice_Shaker_CurryPowder|UI_Item_Crafting_Spice_Shaker_CurryPowder
IconSprites:Icon_ItemDyes_UI_Item_Dye_Orange_Dark1_Dull_000|UI_Item_Dye_Orange_Dark1_Dull_000
Icon_ItemArmor_Heavy_Armor_Boots_03|Heavy_Armor_Boots_03
Icon_ItemMisc_UI_Item_Skull|UI_Item_Skull
Icon_ItemMisc_Shields_01|shield_0001
UI_Item_Arcane_Face|UI_Item_Arcane_Buckle
IconSprites:Icon_ItemDyes_UI_Item_Dye_Pink_Light2_000|UI_Item_Dye_Pink_Light2_000
Icon_ItemMisc_PolymorphicClay|PolymorphicClay
IconSprites:Icon_Pets_Icon_RadishSproutling|Icon_RadishSproutling
Icon_ItemWeaponUnidentified_Weapon_0006|Unidentified_Wrist_0006
Icon_ItemMisc_fur_0004|fur_0004
IconSprites:Icon_ItemDyes_UI_Item_Dye_YellowGreen_Dark1_Dull_000|UI_Item_Dye_YellowGreen_Dark1_Dull_000
IconSprites:Icon_ItemMount_Hoverboard_Hound|Hoverboard_Hound
IconSprites:Icon_ItemArmor_Light_Protogames_Pants|Light_Protogames_Pants
Icon_CraftingUI_Item_Crafting_Strength_Blue|UI_Item_Crafting_Strength_Purple
IconSprites:Icon_ItemMisc_Pyramid|Pyramid
IconSprites:Icon_Pets_Icon_AugmentedRowsdower|Icon_AugmentedRowsdower
Icon_ItemWeaponUnidentified_Weapon_0007|Unidentified_Face_0007
Icon_ItemArmorHands_Unidentified_Hands_0002|Unidentified_Hands_0001
IconSprites:Icon_ItemMount_Hoverboard_ShadesEve|Hoverboard_ShadesEve
Icon_Orb_Orange|Amp_Orange
Icon_ItemArmorHands_glove_0004|glove_0004
ClientSprites:Icon_ItemMount_Granok_Mount|Granok_Mount
ClientSprites:Icon_ItemMisc_Medishot_InstantHeal_ShieldHeal|Medishot_InstantHeal_ShieldHeal
UI_Item_Crafting_PowerCore_Blue|UI_Item_Crafting_Tech_Purple
IconSprites:Icon_ItemDyes_UI_Item_Dye_RedPurple_Primary_Dull_000|UI_Item_Dye_RedPurple_Primary_Dull_000
Icon_ItemWeaponSword_sword2H_0002|sword2H_0002
IconSprites:Icon_ItemMisc_InsectPinchers|InsectPinchers
Icon_ItemTBF_UI_TBTF_Celestion_Tract_02|UI_TBTF_Celestion_Tract_02
ItemMisc_potion_0001|potion_0002
IconSprites:Icon_ItemArmor_Marauder_Chest|Marauder_Chest
Icon_MedKit|IconDB.txt
IconSprites:Icon_ItemDyes_UI_Item_Dye_YellowGreen_Dark2_000|UI_Item_Dye_YellowGreen_Dark2_000
IconSprites:Icon_ItemMisc_Roasted_Bug|Roasted_Bug
Icon_ItemMisc_UI_Item_Crafting_Special_2|UI_Item_Crafting_Special_2
ItemMisc_potion_0001|stone_0001
Icon_ItemTBF_UI_TBTF_Celestion_Tract_02|UI_TBTF_Celestion_Tract03
Icon_ItemArmor_Light_Armor_Shoulders_03|Light_Armor_Shoulders_03
Icon_ItemArmorLegs_pants_0004|pants_0004
IconSprites:Icon_Pets_Icon_PinkSquirgSquishling|Icon_PinkSquirgSquishling
UI_Item_Arcane_Face|UI_Item_Wand
Icon_CraftingUI_Item_Crafting_Wisdom_Blue|UI_Item_Crafting_Wisdom_Blue
IconSprites:Icon_Pets_Icon_SnowyPumeraCub|Icon_SnowyPumeraCub
IconSprites:Icon_ItemMisc_UI_Icon_Token_GeneticArchives_Feet|UI_Icon_Token_GeneticArchives_Feet
Icon_ForceField|door
Icon_ItemArmor_Medium_Armor_Shoulders_02|Medium_Armor_Shoulders_02
IconSprites:Icon_ItemDyes_UI_Item_Dye_Tan_Light2_Dull_000|UI_Item_Dye_Tan_Light2_Dull_000
Icon_ItemWeapon_Pistol_03|Pistol_03
Icon_ItemWeaponUnidentified_Weapon_0002|Unidentified_Trinket_0002
Icon_ItemWeapon_Claws_02|Claw_02
IconSprites:Icon_ItemMisc_UI_Icon_Token_GeneticArchives_Hands|UI_Icon_Token_GeneticArchives_Hands
IconSprites:Icon_ItemDyes_UI_Item_Dye_BluePurple_Dark2_000|UI_Item_Dye_BluePurple_Dark2_000
UI_Item_Crafting_PowerCore_Blue|UI_Item_Crafting_Technology
Icon_ItemMisc_BanditBanner|BanditBanner
Icon_ItemMisc_tooth_0002|tooth_0002
Icon_ItemMisc_AurinFemaleFace|ExhileHumanFemaleFace
Icon_ItemMisc_meat_0001|meat_0001
Icon_ItemWeapon_Flash_Rifle|Flash_Rifle
Icon_ItemArmor_Light_Armor_Chest_03|Light_Armor_Chest_03
Icon_ItemMisc_AirEnergyBall|EarthEnergyBall
IconSprites:Icon_ItemDyes_UI_Item_Dye_Grey_Light1_000|UI_Item_Dye_Grey_Light1_000
IconSprites:Icon_ItemDyes_UI_Item_Dye_Strain_Purple_000|UI_Item_Dye_Strain_Purple_000
IconSprites:Icon_ItemDyes_UI_Item_Dye_Deluxe_Eldan_Gold_000|UI_Item_Dye_Deluxe_Eldan_Gold_000
IconSprites:Icon_ItemWeapon_Claws_Protogames|Claws_Protogames
IconSprites:Icon_ItemDyes_UI_Item_Dye_Brown_Dark2_000|UI_Item_Dye_Brown_Dark1_000
IconSprites:Icon_ItemDyes_UI_Item_Dye_Yellow_Dark2_Dull_000|UI_Item_Dye_Yellow_Dark2_Dull_000
IconSprites:Icon_ItemDyes_UI_Item_Dye_Blue_Primary_000|UI_Item_Dye_Blue_Primary_000
Icon_ItemMisc_Generic_rope_01|Generic_ring_01
Icon_ItemArmorHands_Unidentified_Hands_0002|Unidentified_Hands_0004
IconSprites:Icon_ItemDyes_UI_Item_Dye_YellowGreen_Primary_000|UI_Item_Dye_YellowGreen_Primary_000
Icon_ItemArmorHands_Unidentified_Hands_0002|Unidentified_Hands_0009
Icon_ItemMisc_Throw_pillows|Throw_pillows
Icon_ItemWeaponUnidentified_Weapon_0008|Unidentified_Ring_0008
Icon_ItemWeaponUnidentified_Weapon_0004|Unidentified_Buckle_0004
IconSprites:Icon_ItemMount_Hoverboard_Eldan|Hoverboard_Eldan
IconSprites:Icon_TradeskillMisc_Zephyrite_Crystal|Zephyrite_Crystal
IconSprites:Icon_ItemDyes_UI_Item_Dye_Blue_Light1_Dull_000|UI_Item_Dye_Blue_Light1_Dull_000
Icon_ItemTBF_UI_TBTF_Galeras_Track_03|UI_TBTF_Galeras_Track_03
Icon_ItemWeaponUnidentified_Weapon_0003|Unidentified_Trinket_0003
IconSprites:Icon_ItemMisc_Stir_Fried_Vegetables|Stir_Fried_Vegetables
Icon_ItemWeapon_Sticky_Launcher|Sticky_Launcher
IconSprites:Icon_ItemMount_Hoverboard_Cat|Hoverboard_Cat
Icon_ItemMisc_AurinFemaleFace|CassianMaleFace
Icon_ItemArmor_Heavy_Armor_Gloves_01|Heavy_Armor_Gloves_01
Icon_ItemArmorShoulders_shoulder_0003|shoulder_0003
Icon_ItemTBF_UI_TBTF_Whitevale_Tract_01|UI_TBTF_Whitevale_Tract_04
Icon_ItemArmor_Medium_Armor_Gloves_01|Medium_Armor_Gloves_01
Icon_ItemMisc_Magma_Rifle|Magma_Glove
IconSprites:Icon_ItemMisc_FishFin|FishFin
IconSprites:Icon_ItemDyes_UI_Item_Dye_Yellow_Dark1_Dull_000|UI_Item_Dye_Yellow_Dark1_Dull_000
ClientSprites:Icon_ItemMount_Cassian_Human_Mount|Cassian_Human_Mount
CommunicatorIcon|Communicator_Device_01
Icon_ItemTBF_UI_TBTF_Auroria_Tract_04|UI_TBTF_Grimvaults_Tract_04
IconSprites:Icon_Pets_Icon_CelerySproutling|Icon_CelerySproutling
ClientSprites:Icon_ItemMisc_Bug_kabobs|Bug_kabobs
Icon_ItemMisc_PellBanner|PellBanner
Icon_ItemWeaponUnidentified_Weapon_0005|Unidentified_Ring_0005
Icon_ItemMisc_UI_Item_Parchment|UI_Item_Parchment
Icon_ItemMisc_Gadget_05|Gadget_05
IconSprites:Icon_ItemArmor_Light_Protogames_Gloves|Light_Protogames_Gloves
Icon_ItemTBF_UI_TBTF_Algoroc_Tract_01|UI_TBTF_Algoroc_Tract_01
Icon_ChargedShot|Icon_HoloParrot
IconSprites:Icon_ItemArmor_Heavy_Protogames_Shoulders|Heavy_Protogames_Shoulders
IconSprites:Icon_ItemMount_Hoverboard_Ringer|Hoverboard_Ringer
Icon_ItemTBF_UI_TBTF_Algoroc_Tract_03|UI_TBTF_Algoroc_Tract_03
IconSprites:Icon_ItemDyes_UI_Item_Dye_RedPurple_Dark1_000|UI_Item_Dye_RedPurple_Dark1_000
UI_Item_Arcane_Face|UI_Item_Battle_Face
IconSprites:Icon_ItemDyes_UI_Item_Dye_GreyCool_Light2_000|UI_Item_Dye_GreyCool_Light2_000
Icon_ItemMisc_AurinFemaleFace|GranokFemaleFace
IconSprites:Icon_ItemMount_Hoverboard_Side_Accessory|Hoverboard_Side_Accessory
Icon_ItemMisc_Data_Pad|Data_Pad
Icon_ItemWeapon_Sticky_Grenade|Sticky_Grenade
Icon_CraftingUI_Item_Crafting_Dexterity_Green|UI_Item_Crafting_Dexterity_Green
Icon_ItemArmorHands_UI_Item_Battle_Glove_001|UI_Item_Battle_Glove_001
Icon_TradeskillMisc_OctopodPlant|Trellis
Icon_ItemWeaponUnidentified_Weapon_0007|Unidentified_Weapon_0007
Icon_ItemMisc_Weapon_racks|Weapon_racks
Icon_ItemWeaponUnidentified_Weapon_0006|Unidentified_Chest_0006
IconSprites:Icon_ItemDyes_UI_Item_Dye_Orange_Primary_000|UI_Item_Dye_Orange_Primary_000
IconSprites:Icon_Pets_Icon_MoodieChieftain|Icon_MoodieChieftain
IconSprites:Icon_ItemDyes_UI_Item_Dye_White_000|UI_Item_Dye_White_000
Icon_ItemMisc_AurinFemaleFace|AurinMaleFace
IconSprites:Icon_ItemDyes_UI_Item_Dye_Red_Primary_000|UI_Item_Dye_Red_Primary_000
Icon_ItemWeaponUnidentified_Weapon_0003|Unidentified_Weapon_0003
IconSprites:Icon_ItemDyes_UI_Item_Dye_YellowOrange_Primary_Dull_000|UI_Item_Dye_YellowOrange_Primary_Dull_000
Icon_PowerSlash|Pillows
Icon_ItemArmorFeet_Unidentified_Feet_0001|Unidentified_Feet_0001
Icon_ItemWeaponUnidentified_Weapon_0001|Unidentified_Necklace_0001
ItemMisc_potion_0001|potion_0001
IconSprites:Icon_Pets_Icon_FrostedPumeraCub|Icon_FrostedPumeraCub
IconSprites:Icon_CraftingUI_Item_Crafting_Spice_Shaker_BlackPepper|UI_Item_Crafting_Spice_Shaker_BlackPepper
Icon_ItemMisc_Box_01|Box_01
QuestNew|Feather
Icon_ItemWeapon_Launcher_01|Launcher_01
Icon_ItemMisc_AirEnergyBall|LogicEnergyBall
Icon_ItemWeaponUnidentified_Weapon_0009|Unidentified_Chest_0009
Icon_ItemTBF_UI_TBTF_Wilderrun_Tract_01|UI_TBTF_World_Story_01_FR
IconSprites:Icon_Pets_Icon_ScorchwingHatchling|Icon_ScorchwingHatchling
Icon_TradeskillMisc_CoralscalePlant|CoralscalePlant
Icon_ItemMisc_EldanBanner|EldanBanner
Icon_ItemArmor_Heavy_Armor_Boots_02|Heavy_Armor_Boots_02
IconSprites:Icon_ItemArmor_Marauder_Pants|Marauder_Pants
IconSprites:Icon_ItemDyes_UI_Item_Dye_RedOrange_Dark2_000|UI_Item_Dye_RedOrange_Dark2_000
Icon_ItemTBF_UI_TBTF_Wilderrun_Tract_01|UI_TBTF_World_Story_01_DE
IconSprites:Icon_ItemDyes_UI_Item_Dye_BlueGreen_Light2_000|UI_Item_Dye_BlueGreen_Light2_000
Icon_ItemWeaponUnidentified_Weapon_0007|Unidentified_Buckle_0007
ItemMisc_potion_0001|potion_0004
Icon_ItemTBF_UI_TBTF_Wilderrun_Tract_01|UI_TBTF_World_Story_01
Icon_ItemArmorShoulders_shoulder_0002|shoulder_0002
Icon_ItemMisc_UI_Item_SquirgHat|UI_Item_SquirgHat
ClientSprites:Icon_ItemMisc_Stringy_Poultry|Stringy_Poultry
Icon_ItemArmorHead_goggles_0002|goggles_0002
Icon_ItemWeaponUnidentified_Weapon_0005|Unidentified_Buckle_0005
IconSprites:Icon_ItemDyes_UI_Item_Dye_Purple_Light2_Dull_000|UI_Item_Dye_Purple_Light2_Dull_000
IconSprites:Icon_Pets_Icon_WarFalkrin|Icon_WarFalkrin
Icon_ItemMisc_EldanInsignia|AscendancyInsignia
IconSprites:Icon_ItemDyes_UI_Item_Dye_Blue_Primary_Dull_000|UI_Item_Dye_Blue_Primary_Dull_000
IconSprites:Icon_ItemDyes_UI_Item_Dye_Yellow_Light1_000|UI_Item_Dye_Yellow_Light1_000
Icon_ItemMisc_TorineBanner|TorineBanner
IconSprites:Icon_Pets_Icon_NightstalkerRazortail|Icon_NightstalkerRazortail
Icon_ItemMisc_Creature_heads_on_Spikes|Creature_heads_on_Spikes
Icon_ItemTBF_UI_TBTF_Ellevar_Tract_02|UI_TBTF_Ellevar_Tract_03
IconSprites:Icon_Pets_Icon_FarkfeederHookfoot|Icon_FarkfeederHookfoot
Icon_ItemMisc_EMP_Explosive|EMP_Glove
Icon_ItemMisc_chair_exterior|chair_exterior
UI_Item_Arcane_Face|UI_Item_Arcane_Glove_001
Icon_ItemMisc_Generic_isolinear_chip|Generic_isolinear_chip
Icon_ItemMisc_Shields_05|Shields_05
ClientSprites:Icon_TradeskillMisc_AcceleratedOmniplasm|AcceleratedOmniplasm
IconSprites:Icon_Pets_Icon_FungusEncrustedSnoglug|Icon_FungusEncrustedSnoglug
IconSprites:Icon_CraftingUI_Item_Crafting_Spice_Shaker_FirePepper|UI_Item_Crafting_Spice_Shaker_FirePepper
